,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair
0,2.10_Budget_Presentation_Award_(summary),0.8888888888888888,0.8888888888888888,0.8888888888888888,0.09375,0.0,0.0,0.0,0.38865017890930176,8.0,1.0,1.0,86.0,0.0,9.0,9.0,78.0
1,3.09_Census_ACS_Post_Secondary_Education_(detail),1.0,0.8414634146341463,0.9139072847682119,0.07658157602663707,0.0,0.0,0.0,0.990358829498291,69.0,0.0,13.0,819.0,0.0,69.0,82.0,750.0
2,305b_Assessed_2008_Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,305b_Assessed_2008_Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,305b_Assessed_Lake_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,305b_Assessed_Lake_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Access_Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,adult-smoking-prevalence,0.6753246753246753,0.8813559322033898,0.7647058823529411,0.11882716049382716,0.0,0.0,0.0,0.4050865173339844,52.0,25.0,7.0,564.0,0.0,77.0,59.0,512.0
8,AH_Provisional_Diabetes_Death_Counts_for_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Allegheny_County_Tobacco_Vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BLM_AZ_Travel_Management_Plans_(Polygon),0.47368421052631576,0.26865671641791045,0.3428571428571428,0.05891472868217054,0.0,0.0,0.0,0.6461982727050781,18.0,20.0,49.0,558.0,0.0,38.0,67.0,540.0
