,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair
0,2.10_Budget_Presentation_Award_(summary),0.8888888888888888,0.8888888888888888,0.8888888888888888,0.09375,0.0,0.0,0.0,0.2672586441040039,8.0,1.0,1.0,86.0,0.0,9.0,9.0,78.0
1,3.09_Census_ACS_Post_Secondary_Education_(detail),1.0,0.8536585365853658,0.9210526315789475,0.07769145394006659,0.0,0.0,0.0,0.7879581451416016,70.0,0.0,12.0,819.0,0.0,70.0,82.0,749.0
2,305b_Assessed_2008_Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,305b_Assessed_2008_Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,305b_Assessed_Lake_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,305b_Assessed_Lake_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Access_Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,adult-smoking-prevalence,1.0,0.7457627118644068,0.8543689320388349,0.06790123456790123,0.0,0.0,0.0,0.39486169815063477,44.0,0.0,15.0,589.0,0.0,44.0,59.0,545.0
8,AH_Provisional_Diabetes_Death_Counts_for_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Allegheny_County_Tobacco_Vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BLM_AZ_Travel_Management_Plans_(Polygon),0.5,0.31343283582089554,0.3853211009174312,0.06511627906976744,0.0,0.0,0.0,0.8476083278656006,21.0,21.0,46.0,557.0,0.0,42.0,67.0,536.0
11,BLM_AZ_Wild_and_Scenic_River_(Line),0.78,0.7959183673469388,0.7878787878787878,0.10989010989010989,0.0,0.0,0.0,0.8088014125823975,39.0,11.0,10.0,395.0,0.0,50.0,49.0,356.0
12,BLM_CA_Wilderness_Study_Areas,0.7297297297297297,0.6694214876033058,0.6982758620689656,0.10703953712632594,0.0,0.0,0.0,1.1384835243225098,81.0,30.0,40.0,886.0,0.0,111.0,121.0,805.0
13,BLM_Colorado_NLCS_Wild_and_Scenic_Rivers_(Suitable_or_Eligible),1.0,0.22857142857142856,0.3720930232558139,0.04056795131845842,0.0,0.0,0.0,0.23567819595336914,40.0,0.0,135.0,811.0,0.0,40.0,175.0,771.0
14,BLM_Idaho_Land_Use_Planning_Poly,0.75,0.7402597402597403,0.7450980392156864,0.16379310344827586,0.0,0.0,0.0,1.0179879665374756,57.0,19.0,20.0,368.0,0.0,76.0,77.0,311.0
15,BLM_Natl_ROW_Gateway_West_TLine_Line,0.9,0.9,0.9,0.07936507936507936,0.0,0.0,0.0,0.28084588050842285,9.0,1.0,1.0,115.0,0.0,10.0,10.0,106.0
16,BLM_Natl_WesternUS_GRSG_ROD_Habitat_Mgmt_Areas_February_2020,1.0,0.08333333333333333,0.15384615384615385,0.004273504273504274,0.0,0.0,0.0,0.15216612815856934,1.0,0.0,11.0,222.0,0.0,1.0,12.0,221.0
17,BLM_NV_Land_Use_Planning_Area_Existing_Polygons,0.5849056603773585,0.8378378378378378,0.6888888888888889,0.14133333333333334,0.0,0.0,0.0,0.7677609920501709,31.0,22.0,6.0,316.0,0.0,53.0,37.0,285.0
18,BLM_OR_Administrative_Unit_Office_Point_Hub,0.7777777777777778,0.6461538461538462,0.7058823529411764,0.12053571428571429,0.0,0.0,0.0,0.9343359470367432,42.0,12.0,23.0,371.0,0.0,54.0,65.0,329.0
19,BLM_OR_Other_National_Designation_Polygon_Hub,0.8333333333333334,0.6976744186046512,0.759493670886076,0.10588235294117647,0.0,0.0,0.0,0.5792515277862549,30.0,6.0,13.0,291.0,0.0,36.0,43.0,261.0
20,BLM_OR_SEORMP_FEIS_Lands_with_Wilderness_Characteristics_Polygon_Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,BLM_UT_Congressionally_Designated_Recreation_Areas_(Polygon),1.0,0.37037037037037035,0.5405405405405406,0.04807692307692308,0.0,0.0,0.0,0.1032257080078125,10.0,0.0,17.0,181.0,0.0,10.0,27.0,171.0
22,BLM_UT_National_Scenic_and_Historic_Trails_(Arc),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,cdph_ssi_nosurgfac_odp_2019,0.9428571428571428,0.66,0.7764705882352942,0.0707070707070707,0.0,0.0,0.0,0.5643186569213867,33.0,2.0,17.0,443.0,0.0,35.0,50.0,410.0
24,Census_Tract_Boundary,1.0,0.6956521739130435,0.8205128205128205,0.024242424242424242,0.0,0.0,0.0,0.41016149520874023,16.0,0.0,7.0,637.0,0.0,16.0,23.0,621.0
25,Centers_for_Medicare_&amp;_Medicaid_Services_(CMS)_EHR_Incentive_Program_Measures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CT_305b_Assessed_Lake_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
