,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair
0,2.10_Budget_Presentation_Award_(summary),1.0,0.7777777777777778,0.8750000000000001,0.07291666666666667,0.0,0.0,0.0,0.2833247184753418,7.0,0.0,2.0,87.0,0.0,7.0,9.0,80.0
1,3.09_Census_ACS_Post_Secondary_Education_(detail),1.0,0.8414634146341463,0.9139072847682119,0.07658157602663707,0.0,0.0,0.0,0.9138607978820801,69.0,0.0,13.0,819.0,0.0,69.0,82.0,750.0
2,305b_Assessed_2008_Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,305b_Assessed_2008_Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,305b_Assessed_Lake_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,305b_Assessed_Lake_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Access_Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,adult-smoking-prevalence,1.0,0.7457627118644068,0.8543689320388349,0.06790123456790123,0.0,0.0,0.0,0.3811986446380615,44.0,0.0,15.0,589.0,0.0,44.0,59.0,545.0
8,AH_Provisional_Diabetes_Death_Counts_for_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Allegheny_County_Tobacco_Vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BLM_AZ_Travel_Management_Plans_(Polygon),0.44,0.3283582089552239,0.37606837606837606,0.07751937984496124,0.0,0.0,0.0,0.7265017032623291,22.0,28.0,45.0,550.0,0.0,50.0,67.0,528.0
11,BLM_AZ_Wild_and_Scenic_River_(Line),0.7,0.8571428571428571,0.7706422018348624,0.13186813186813187,0.0,0.0,0.0,0.9435064792633057,42.0,18.0,7.0,388.0,0.0,60.0,49.0,346.0
12,BLM_CA_Wilderness_Study_Areas,0.5503355704697986,0.6776859504132231,0.6074074074074074,0.14368370298939248,0.0,0.0,0.0,1.1356468200683594,82.0,67.0,39.0,849.0,0.0,149.0,121.0,767.0
13,BLM_Colorado_NLCS_Wild_and_Scenic_Rivers_(Suitable_or_Eligible),1.0,0.17142857142857143,0.2926829268292683,0.030425963488843813,0.0,0.0,0.0,0.21103811264038086,30.0,0.0,145.0,811.0,0.0,30.0,175.0,781.0
14,BLM_Idaho_Land_Use_Planning_Poly,0.7,0.7272727272727273,0.7133757961783439,0.1724137931034483,0.0,0.0,0.0,1.0367653369903564,56.0,24.0,21.0,363.0,0.0,80.0,77.0,307.0
15,BLM_Natl_ROW_Gateway_West_TLine_Line,0.6,0.9,0.7200000000000001,0.11904761904761904,0.0,0.0,0.0,0.32012057304382324,9.0,6.0,1.0,110.0,0.0,15.0,10.0,101.0
16,BLM_Natl_WesternUS_GRSG_ROD_Habitat_Mgmt_Areas_February_2020,1.0,0.25,0.4,0.01282051282051282,0.0,0.0,0.0,0.09003543853759766,3.0,0.0,9.0,222.0,0.0,3.0,12.0,219.0
17,BLM_NV_Land_Use_Planning_Area_Existing_Polygons,0.7666666666666667,0.6216216216216216,0.6865671641791045,0.08,0.0,0.0,0.0,0.6451714038848877,23.0,7.0,14.0,331.0,0.0,30.0,37.0,308.0
18,BLM_OR_Administrative_Unit_Office_Point_Hub,0.6885245901639344,0.6461538461538462,0.6666666666666666,0.13616071428571427,0.0,0.0,0.0,0.9768195152282715,42.0,19.0,23.0,364.0,0.0,61.0,65.0,322.0
19,BLM_OR_Other_National_Designation_Polygon_Hub,0.8571428571428571,0.6976744186046512,0.7692307692307693,0.10294117647058823,0.0,0.0,0.0,0.6429519653320312,30.0,5.0,13.0,292.0,0.0,35.0,43.0,262.0
20,BLM_OR_SEORMP_FEIS_Lands_with_Wilderness_Characteristics_Polygon_Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,BLM_UT_Congressionally_Designated_Recreation_Areas_(Polygon),1.0,0.3333333333333333,0.5,0.04326923076923077,0.0,0.0,0.0,0.16379022598266602,9.0,0.0,18.0,181.0,0.0,9.0,27.0,172.0
22,BLM_UT_National_Scenic_and_Historic_Trails_(Arc),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,cdph_ssi_nosurgfac_odp_2019,0.8717948717948718,0.68,0.7640449438202247,0.07878787878787878,0.0,0.0,0.0,0.569875955581665,34.0,5.0,16.0,440.0,0.0,39.0,50.0,406.0
24,Census_Tract_Boundary,1.0,0.782608695652174,0.878048780487805,0.02727272727272727,0.0,0.0,0.0,0.454639196395874,18.0,0.0,5.0,637.0,0.0,18.0,23.0,619.0
25,Centers_for_Medicare_&amp;_Medicaid_Services_(CMS)_EHR_Incentive_Program_Measures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CT_305b_Assessed_Lake_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Detroit_Future_City_50_Year_Land_Use_Zones,1.0,0.75,0.8571428571428571,0.08823529411764706,0.0,0.0,0.0,0.136643648147583,3.0,0.0,1.0,30.0,0.0,3.0,4.0,27.0
28,Emergency_Operating_Center_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Environmental_Justice_Block_Groups_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Field_Listings,0.5851528384279476,0.4227129337539432,0.4908424908424908,0.09385245901639344,0.0,0.0,0.0,1.8821942806243896,134.0,95.0,183.0,2028.0,0.0,229.0,317.0,1894.0
31,Global_Surface_Summary_of_the_Day_-_GSOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
