,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair
0,2.10_Budget_Presentation_Award_(summary),0.7272727272727273,0.8888888888888888,0.7999999999999999,0.11458333333333333,0.0,0.0,0.0,0.2745671272277832,8.0,3.0,1.0,84.0,0.0,11.0,9.0,76.0
1,3.09_Census_ACS_Post_Secondary_Education_(detail),1.0,0.8414634146341463,0.9139072847682119,0.07658157602663707,0.0,0.0,0.0,0.7678954601287842,69.0,0.0,13.0,819.0,0.0,69.0,82.0,750.0
2,305b_Assessed_2008_Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,305b_Assessed_2008_Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,305b_Assessed_Lake_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,305b_Assessed_Lake_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Access_Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,adult-smoking-prevalence,0.9069767441860465,0.6610169491525424,0.7647058823529412,0.06635802469135803,0.0,0.0,0.0,0.40252137184143066,39.0,4.0,20.0,585.0,0.0,43.0,59.0,546.0
8,AH_Provisional_Diabetes_Death_Counts_for_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Allegheny_County_Tobacco_Vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BLM_AZ_Travel_Management_Plans_(Polygon),0.717948717948718,0.417910447761194,0.5283018867924528,0.06046511627906977,0.0,0.0,0.0,0.981804370880127,28.0,11.0,39.0,567.0,0.0,39.0,67.0,539.0
11,BLM_AZ_Wild_and_Scenic_River_(Line),0.7321428571428571,0.8367346938775511,0.7809523809523811,0.12307692307692308,0.0,0.0,0.0,0.8156301975250244,41.0,15.0,8.0,391.0,0.0,56.0,49.0,350.0
12,BLM_CA_Wilderness_Study_Areas,0.8125,0.6446280991735537,0.7188940092165897,0.09257473481195758,0.0,0.0,0.0,1.4675941467285156,78.0,18.0,43.0,898.0,0.0,96.0,121.0,820.0
13,BLM_Colorado_NLCS_Wild_and_Scenic_Rivers_(Suitable_or_Eligible),1.0,0.18285714285714286,0.30917874396135264,0.032454361054766734,0.0,0.0,0.0,0.22355413436889648,32.0,0.0,143.0,811.0,0.0,32.0,175.0,779.0
14,BLM_Idaho_Land_Use_Planning_Poly,0.8026315789473685,0.7922077922077922,0.7973856209150327,0.16379310344827586,0.0,0.0,0.0,1.0663228034973145,61.00000000000001,14.999999999999993,15.999999999999993,372.0,0.0,76.0,77.0,311.0
15,BLM_Natl_ROW_Gateway_West_TLine_Line,1.0,0.8,0.888888888888889,0.06349206349206349,0.0,0.0,0.0,0.284116268157959,8.0,0.0,2.0,116.0,0.0,8.0,10.0,108.0
16,BLM_Natl_WesternUS_GRSG_ROD_Habitat_Mgmt_Areas_February_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15700054168701172,0.0,0.0,12.0,222.0,0.0,0.0,12.0,222.0
17,BLM_NV_Land_Use_Planning_Area_Existing_Polygons,0.8695652173913043,0.5405405405405406,0.6666666666666666,0.06133333333333333,0.0,0.0,0.0,0.8687434196472168,20.0,3.0,17.0,335.0,0.0,23.0,37.0,315.0
18,BLM_OR_Administrative_Unit_Office_Point_Hub,0.7708333333333334,0.5692307692307692,0.6548672566371682,0.10714285714285714,0.0,0.0,0.0,1.2274644374847412,37.0,11.0,28.0,372.0,0.0,48.0,65.0,335.0
19,BLM_OR_Other_National_Designation_Polygon_Hub,0.723404255319149,0.7906976744186046,0.7555555555555555,0.13823529411764707,0.0,0.0,0.0,0.611774206161499,34.0,13.0,9.0,284.0,0.0,47.0,43.0,250.0
20,BLM_OR_SEORMP_FEIS_Lands_with_Wilderness_Characteristics_Polygon_Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,BLM_UT_Congressionally_Designated_Recreation_Areas_(Polygon),1.0,0.3333333333333333,0.5,0.04326923076923077,0.0,0.0,0.0,0.08103394508361816,9.0,0.0,18.0,181.0,0.0,9.0,27.0,172.0
22,BLM_UT_National_Scenic_and_Historic_Trails_(Arc),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,cdph_ssi_nosurgfac_odp_2019,0.6964285714285714,0.78,0.7358490566037736,0.11313131313131314,0.0,0.0,0.0,0.5335237979888916,39.0,17.0,11.0,428.0,0.0,56.0,50.0,389.0
24,Census_Tract_Boundary,0.95,0.8260869565217391,0.8837209302325583,0.030303030303030304,0.0,0.0,0.0,0.4408605098724365,19.0,1.0,4.0,636.0,0.0,20.0,23.0,617.0
25,Centers_for_Medicare_&amp;_Medicaid_Services_(CMS)_EHR_Incentive_Program_Measures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,CT_305b_Assessed_Lake_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Detroit_Future_City_50_Year_Land_Use_Zones,0.6,0.75,0.6666666666666665,0.14705882352941177,0.0,0.0,0.0,0.12098240852355957,3.0,2.0,1.0,28.0,0.0,5.0,4.0,25.0
28,Emergency_Operating_Center_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
