,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair
0,2.10_Budget_Presentation_Award_(summary),0.875,0.7777777777777778,0.823529411764706,0.08333333333333333,0.0,0.0,0.0,0.30559611320495605,7.0,1.0,2.0,86.0,0.0,8.0,9.0,79.0
1,3.09_Census_ACS_Post_Secondary_Education_(detail),1.0,0.8780487804878049,0.9350649350649352,0.07991120976692564,0.0,0.0,0.0,1.2658867835998535,72.0,0.0,10.0,819.0,0.0,72.0,82.0,747.0
2,305b_Assessed_2008_Estuary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,305b_Assessed_2008_Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,305b_Assessed_Lake_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,305b_Assessed_Lake_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Access_Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,adult-smoking-prevalence,1.0,0.7457627118644068,0.8543689320388349,0.06790123456790123,0.0,0.0,0.0,0.38759398460388184,44.0,0.0,15.0,589.0,0.0,44.0,59.0,545.0
8,AH_Provisional_Diabetes_Death_Counts_for_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Allegheny_County_Tobacco_Vendors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,BLM_AZ_Travel_Management_Plans_(Polygon),0.5396825396825397,0.5074626865671642,0.5230769230769231,0.09767441860465116,0.0,0.0,0.0,0.9187338352203369,34.0,29.0,33.0,549.0,0.0,63.0,67.0,515.0
11,BLM_AZ_Wild_and_Scenic_River_(Line),0.85,0.6938775510204082,0.7640449438202247,0.08791208791208792,0.0,0.0,0.0,0.8036727905273438,34.0,6.0,15.0,400.0,0.0,40.0,49.0,366.0
12,BLM_CA_Wilderness_Study_Areas,0.6846846846846847,0.628099173553719,0.6551724137931034,0.10703953712632594,0.0,0.0,0.0,1.1163899898529053,76.0,35.0,45.0,881.0,0.0,111.0,121.0,805.0
13,BLM_Colorado_NLCS_Wild_and_Scenic_Rivers_(Suitable_or_Eligible),1.0,0.17142857142857143,0.2926829268292683,0.030425963488843813,0.0,0.0,0.0,0.30713939666748047,30.0,0.0,145.0,811.0,0.0,30.0,175.0,781.0
14,BLM_Idaho_Land_Use_Planning_Poly,0.7714285714285715,0.7012987012987013,0.7346938775510204,0.15086206896551724,0.0,0.0,0.0,0.9925386905670166,54.0,16.0,23.0,371.0,0.0,70.0,77.0,317.0
15,BLM_Natl_ROW_Gateway_West_TLine_Line,0.9,0.9,0.9,0.07936507936507936,0.0,0.0,0.0,0.3470790386199951,9.0,1.0,1.0,115.0,0.0,10.0,10.0,106.0
16,BLM_Natl_WesternUS_GRSG_ROD_Habitat_Mgmt_Areas_February_2020,1.0,0.08333333333333333,0.15384615384615385,0.004273504273504274,0.0,0.0,0.0,0.08456969261169434,1.0,0.0,11.0,222.0,0.0,1.0,12.0,221.0
17,BLM_NV_Land_Use_Planning_Area_Existing_Polygons,0.5833333333333334,0.7567567567567568,0.6588235294117648,0.128,0.0,0.0,0.0,0.733853816986084,28.0,20.0,9.0,318.0,0.0,48.0,37.0,290.0
18,BLM_OR_Administrative_Unit_Office_Point_Hub,0.8604651162790697,0.5692307692307692,0.6851851851851851,0.09598214285714286,0.0,0.0,0.0,0.8513588905334473,37.0,6.0,28.0,377.0,0.0,43.0,65.0,340.0
